0,,6590381,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,oaf8Z8RQqb9mgZvYwSOxWBfynR10y3bL7NzyG8L1bZ4=,MmSBEsj2Urp7IN+mXQk0Ofq5ht/GCNG/yjtECLdDfdM=
0,,6590386,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,6VSzxIfbdDCDaNqQZz6XeMCphC0UiZ5X1e1EpkYQQNM=,8J9N6ELGusBUPi8GfMBYkvLEta0Op4u0tMQ8kI5yjYw=
0,,6590391,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,Tit/vRLp7pfcGWn8tRA2sfrLdSmbB24ozJ8h+nT4QVY=,vC+1PemZ9kW3YJxS35HJ9gcZr4aQT8gNPfxSHMgWtCI=
0,,6724944,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,KfXtaSCPN2ncgtTiSCQ/Q7GAI+g6sV0pdyqH/Q9q27Q=,CN+69QwLD+IVl71+TTPSemw8KrSL/3TvA848BGLNMvY=
0,,6724949,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,1P8nJV+sYhG4/Zu4xS4S3Vw22VYvfRZu5rbdfJXLags=,4my5Elvc5RumesxoVeuFovkoS28KYA9C3pIBi2bY5Io=
0,,6933047,0,y1zb4shvaJurgBq+U8Ba9lm6r6qffGJOHPOT+2c7Zzo=,3,VjkZhgpdA0X76jxLr0cQ4PexjkbknCC0y8tlXJd7ALc=,0/nt7ky+ZyBSN8zlMnow4ofTcrfZQeZYCcZiN5uiYS4=
0,,6933059,0,y1zb4shvaJurgBq+U8Ba9lm6r6qffGJOHPOT+2c7Zzo=,2,T5tUMNr1ViKWCvjepVidokYkMfbMDvf0EOlvL2cVBUk=,kqlDH32nrvZtVtGK3OnoDal/dufv6yjUf+1AEzhjVdA=
0,,7053513,0,iV68dcBG/5coLZyooOnXWm9MpRg+xiBqLp2MVgNJ8B4=,3,CGA5JG7Xqic9WN0OKIW//Y3soLlfZTMOlVEdK0gXYdM=,uUW1Fo+tkjx1SJhHsTP2AKe2kq9oCOdLeswiGZsr5AI=
0,,15705910,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,2,kI0icdA3xHQf3KbXBZ9s8qgmSmqgn36UGhqTAi/QWO8=,IVwT/XMeSzdXI5pftYrE74vZoJNz33avbdNDEVtH7B4=
0,,17109330,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,3,NJkTVcgXsCnD/T38G6X7vRjtuzZhtmipJETxt6y1mpE=,QMB+nrEIEx1MXSSF2gIyWr8ldf+pJhmUfgPC7MTNdUc=
0,,28185708,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,2,zNSNqPfms10UOcM6avTkSmrQJYIi7hziX0ewQ9gp9Ik=,JGBCBdeRFciFaU6LrbO9Y5w1lBoZ1MyX5Pnx4m05HK8=
0,,35229152,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,2,kLogH7ivc8hh+etR9/MYxVWXR38kx9odnjheDFXJBhg=,R0aL4jStYGZ06PeCIru1fwVFIYV16BOaEyD7vR0jCEw=
0,,39308684,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,lPNNGzdQNsDdC0VEICuuM1yIs/qJj7TmJeIdDXVJgdg=,2WsxUBIg5MaHiwTfxWvLVzEg9KBNL6JiWgGNGxflxic=
0,,39308688,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,MeI3YQQ7JE4w/xcsc11lPXRC7L/YgJ1GQTc+rHS01js=,ILQ0kBtXK3dsifLLmOMTDIiBwqcOaypxHsNiL2iLaFA=
0,,39308692,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,n1riQHSrCRiMynqlP1MNcZ4S1CqLRh/Hjs28l+N5zGs=,deMxghd4cqvT0YP8am4hciK5akqhO+CWeMhQhXomOx0=
0,,46542951,0,gUvfmF1WIPzN8t8PAyLthnzpOSxOaYcRSjTVvmShd4o=,3,Nj8o/vQvGS3j7ZHi19WK8d4Ttc3yms90Hhv6PHkSBvM=,nXLkFfTvmSSnXNJlYUrWUXLprr92fsgteqdiUmmEuZ0=
0,,86753913,0,iV68dcBG/5coLZyooOnXWm9MpRg+xiBqLp2MVgNJ8B4=,3,nOkvlQJ0/a5WQBF8voT8tmmp8eCSIPxrZI0FAdFIxDE=,3B8axKDmkNfv+cdIIaEb8BByQePWaXR16jSgoQFRtIg=
0,,98680993,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,8nrWwyg3MA64dFsiySv9cQE5UxezTV6OJVZYCLFiK78=,oZheX3kZbqToEgu/I1qNLwRFljIdvwdbA9GzEe2shfU=
0,,105360316,0,rNyxTd1B3RnDJBIofzoVksjnmaJEN+hW5W+yRHo2xsM=,3,I+yv0SNQZcW3DC2n4ZqndR6W0ZkjRMG34KFSPPnqwc8=,gJK1d2wtDp4/nEOdRnaQD89hmoMyGCp4MZ9bnIvN7tw=
0,,106664144,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,7Fwg2DdRMr5nRqRIObuba0LjFyQ3c85Pd75Yl92Que4=,wcneQEyPWMT4CBhkS5l1iHXPzPDzUZvRUcGtIoRhulo=
0,,109341524,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,m+51Vk9FPZ7O/DB142hOZMR2ObeKayYU55LbT3pRxNg=,pz8ra5p3okMG+zYx+9CjALCsjicOcxAWZ7dLUbs3Rk8=
0,,109344935,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,3reDAYX7xIjRkGZVEwj8A53lHhHtgAjmscJ0XAizTes=,kwpzfs37h3nc9H5MXQB5FfsdeJHWzeL3qHwFyeRHpdI=
0,,124371644,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9l903bX99XTQpd6rX6/7DODmK91kWPpzTLJYE8rp0mQ=,HcYZ4RNZRxmh/W+WuzNBOVk4sOCdDshVEB/McWxfyyk=
0,,154376113,0,WVtO5qw3sNnP4MeiRUnqr07CekrYMU12Mc7GbsgnjhQ=,2,O43JjAzVnLgDrdXvpSLEtHJt5Uh+tiyQq0M3sjIWC7M=,XBIssyxfSbB6rKxgXkj6mkeNM97TGpwyc5pgXDjqT/E=
0,,155171765,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,pGhfrmheAyzbehWvcJc/rX7DS5vc5WXFjJLe7lp38N8=,nC2aWHaOVYShR29GVrur7+gbNGZKtfmlyHyyg8ZfcsY=
0,,182939990,0,XAk+iT/NLGe4Ow+7ARniw9vei1mUmLS0U2w0PFWXEwk=,3,EaXuxO5xvjWRh/+p3Qe4gsYkXoKuKHXMcBzn/ii3cuE=,QaedBLtgDh36fLA1iVdjTOZvYjcfKbby5OjJTljEPyE=
0,,192299653,0,XAk+iT/NLGe4Ow+7ARniw9vei1mUmLS0U2w0PFWXEwk=,3,wGEyTZNwI6O2n34o6EFgkjVPFThUbxDd7auMgYqtTLo=,VVi0KHDuCnfx74va0iO2vt+idakbEOUB7KDKFm0OTzI=
0,,194963094,0,XAk+iT/NLGe4Ow+7ARniw9vei1mUmLS0U2w0PFWXEwk=,3,nnPshWKMVHl6RQXKCutzxLHn2C4X5ylSudTnMsViMeQ=,AZiA6DpRTSMokFrklsjwa58pzRVpz0dA61msJQmAY30=
0,,209193844,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,8xqABZRoYIBhPC3uVQ/SiKv9+LPTji5VP7PfHbRRJAQ=,afutSfxL98T/iR3WkhIGtPrxqwd48Mv2tItXQS2lbsc=
0,,212499161,0,dTBkGCvrIzbJpD3rFqjUp7wz1+pLdgL7xCt64xcZN0o=,3,OpI3V+9TJxEVxFl7dH6upbvDGwyV8DKNVEtx3VslRgs=,Zg1oJ76z0e1JvHPNLiqU2MWEyj6asS7NPb+pYfNUJXY=
0,,215723520,0,+O9sEnpjz/OC05OonUa1cOTSzxVtjMyN6sbMnsTMGzc=,2,HefFMZo3HxZKUgmRkhROlvPoSk5MqLJf4XtXMkjyq5w=,HfDHfaGlsqzqZiNO3Z9mblaLUpB6SxpvgI8lU8LdZWI=
0,,232736649,0,o52i0r1lc0YLJeuQDOy3+gymJ4VbzGMzz+kv+q+HJY4=,3,MOpix8VYSBNarjmrWZDXlrNTdhoYrq1bHQ2xzL5QVM4=,ndfudDX1vy1vv8EWBYSn88MepgNCwTxE0lAW1jn6VZg=
0,,246757899,0,AL1ptJgzhEaoLf97k5xU6Uc2VO0yUaPQd/feJ5LMWhA=,1,8PEoEO85pNB5Yntbto5Kg1tCVLNkB0V+lT+pHyb5e18=,gx/KmHQLbtlEpW4lDMYU8XvRJ071S3pc4GA0WFkAYAg=
0,,259235987,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,2,b3BMmPwNX5ynxWNwgOecgMtkn6VaH2/xm1aRWaaMTVg=,BqK0y6iJdae05qp3dLjDqGXih7pRl/fGyMn31FcB6go=
0,,259659137,0,Y0jrTdJ1iP+8E0hoeVayVhn/i8WEueNRcS3ILvMGNBE=,3,ThgowjaK7f/eXLI2wIK0xW9q9ZdBZhvMj8Po8mB1FL8=,Zbipwqsd8ybFi1DmfUkM3F2g1UzAHyFW5BFd3VeSXnE=
0,,260194510,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,2,kI0icdA3xHQf3KbXBZ9s8qgmSmqgn36UGhqTAi/QWO8=,IVwT/XMeSzdXI5pftYrE74vZoJNz33avbdNDEVtH7B4=
0,,261357632,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,2,CLmyW90ZlspJ6KB1iaqM1bdM/iL8LjQL43QWe6B9REc=,ZmK7Uz3HGhJVSfqVAsC/ZzPdubelgFsAq14medj9Y1c=
0,,261595273,0,y1zb4shvaJurgBq+U8Ba9lm6r6qffGJOHPOT+2c7Zzo=,2,yHAQB0j593nwBKJqcpkhSScB1f3tR9erFfWJaMFJHlI=,lT7S3GCeA4YE32JrmJ2/0qcdD6MNn+he3V8IFwJf5q8=
0,,287653404,0,FCzUi+/S/zP1yUYAAqGXpKj003Lhc5HyZ20QIe49cYk=,3,i9dO9TY8lYwTVu04EV93jPVR9bffhQFl8x7ARNXt2RA=,jQN9iSogLm3TIbJY9yY1IXut9ZM7DNJGYyvW9++jtdk=
0,,292046988,0,o52i0r1lc0YLJeuQDOy3+gymJ4VbzGMzz+kv+q+HJY4=,2,kI0icdA3xHQf3KbXBZ9s8qgmSmqgn36UGhqTAi/QWO8=,IVwT/XMeSzdXI5pftYrE74vZoJNz33avbdNDEVtH7B4=
0,,296756903,0,MAt1lmwJ7mxr941fXwLFPput67jqOs3nLvnA1n+U5+g=,2,exbFSQAKgoLGOQlUcphfCKqTgeWyoR8lnsMqhO2XFSo=,QtHkToRAwApvo+DBhX4u/YM6JZuQBd+kPCrOFFvf5AE=
0,,307306810,0,Kcqq+6Mjtrkx3RMkre9YU1JZm/KAiqGFh8/0tS6/tnc=,2,uIq3C2KQ68+zRziKQ4sFrmqrYYu98rVKvrNBGBh5Ygg=,O52JhPcyWiGV9mPi8OeMLiJTGnCOkBrAdmXARfvXln8=
0,,315551614,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,IjajnntlSNaaLv1CnDcOJDG/zybHqwtI7Zr6qcqfJu8=,G1lM/ieEsHpN8epPpKQAoPQtVQUe6yEZ16M4dWs2ooU=
0,,318504156,0,umuiyDV251RU1gCtj0oiXF6cDB6o6s+vKZmTM78o8Q4=,2,xjrBuiYUbIzFfEkrwW8YVa9HA8bcKoKTN/7M2HoMhTs=,eRzrS5Y65fVXvUErf4G3hQfmfbTPhGodDfZV7M9JuKs=
0,,331416465,0,X1lfQH40IsOBIZKZcc3oourOrsvg/qzZLzBaGgD6iKg=,3,1pD2jTvy/qe7rFpt1blEbnv/3g73T7HnqA6Dy6QjCd0=,CASuSiFlTZ6RzxSNBO7U/QNs9/v4xXKviqLXWse1HkE=
0,,341499666,0,Kcqq+6Mjtrkx3RMkre9YU1JZm/KAiqGFh8/0tS6/tnc=,2,NGK3gh72tOyJJ0Dp1gYiAQWpFF+3LzuiJh9C0pOxpDw=,obEdArr2BqtNQh/dyZ70eAEKt27zb2eyd3vTozcR7PM=
0,,350775748,0,viCx0ZmiAVWKWgy6ITKluhAY6FD/ixTvNBecVRKBp0U=,3,ROnNk6PCSV66UDbpAtAmJF7audIifLVmEyy9R19wKDs=,QO+Vzc8KMYB9rycbdHgmcGiRS3kM/a08AR/r+VvSMnE=
0,,358933853,0,BwwuqcrpQx+rXiqck3LcjW4p23aKbXr/wko089Zn2HU=,2,kI0icdA3xHQf3KbXBZ9s8qgmSmqgn36UGhqTAi/QWO8=,IVwT/XMeSzdXI5pftYrE74vZoJNz33avbdNDEVtH7B4=
0,,358933855,0,BwwuqcrpQx+rXiqck3LcjW4p23aKbXr/wko089Zn2HU=,2,O43JjAzVnLgDrdXvpSLEtHJt5Uh+tiyQq0M3sjIWC7M=,XBIssyxfSbB6rKxgXkj6mkeNM97TGpwyc5pgXDjqT/E=
0,,370237482,0,PcQl6eCx40ZmNFcynRhT76hv1Q0bXihz0C5N0DxKq4A=,3,EDNvr/gteqKO3O4hM2KGsRqqhAjG8tCcQ8iEVvHMhmQ=,qszbvcBJcRH/xPfOgp7WMgiTfREWcMmYjSvGaiJImJQ=
0,,384861629,0,umuiyDV251RU1gCtj0oiXF6cDB6o6s+vKZmTM78o8Q4=,2,/Yt0KXTx3PxjpqHWJBqi5G9f4cm99WDyLz0S7m14knM=,Aqy2z8TY/k3l6tclpH7J4gYpKU7xUEYMDmepZrZlH3U=
0,,411248937,0,umuiyDV251RU1gCtj0oiXF6cDB6o6s+vKZmTM78o8Q4=,2,6JCQDmbCwCi/MlE0hybKD5vwDINPik+1B87dOaz62iI=,x6wLibG3tUxLUynbIMI33pVydh63t8Kze1Zei5PAtTk=
0,,430861762,0,rNyxTd1B3RnDJBIofzoVksjnmaJEN+hW5W+yRHo2xsM=,3,X93yeQIwxmD428rhjazuv96+Yg/DviWyXknfIL0fsGU=,4RMkVB8nzPPvw5ycRJX21fKeVDCzY6UWzKaCId3oaWY=
0,,437863928,0,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,2,YurOHOYqDdCLA7PJM+1xbleElVvAWhlMaJcgPmEc0kQ=,Joq4zZEMG8R6prZ55HbwndCPXD1hbX2akrtLUHpdqfk=
0,,437863935,0,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,2,s/AqMlZqNYUw9lsBrT8N96JQ3CI0BzTG+eLAxCeZpM0=,QrvFEVs3iq8tEHveyIvAJsPHZXxRvuznn9Up0TXuIg8=
0,,437863939,0,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,2,aXIRspJWcvQiCZAPlyNO6sp2L4W6CYxZv718mt3128Q=,WFMjoppBOoR51Q6yHjSwsd3C+YR0+2ABDJsEv/xhdO4=
0,,447689838,0,rNyxTd1B3RnDJBIofzoVksjnmaJEN+hW5W+yRHo2xsM=,3,C9LWNQDmrTZMvlSgb9doNBjooDozi6ly5dsuhOQ0uZQ=,R367Wm32l/fX2M1s7q/B2ajQAWUje3t6mQCpX9WUJQc=
0,,447971550,0,XAk+iT/NLGe4Ow+7ARniw9vei1mUmLS0U2w0PFWXEwk=,3,hEnKxoQoMaGxsFFMnwDJgQFHaiirsMxzd6VSHJ1ncFQ=,UWFi9YhfQBF3pNNcKcjIfcUQqE/kLudewQzGVDWdg/M=
0,,494787089,0,AL1ptJgzhEaoLf97k5xU6Uc2VO0yUaPQd/feJ5LMWhA=,3,W70VHjpuLpui42o/cLujueo6YG4zWK84aAAQ79Gc0Jw=,ZhoZxn7uXRQ44GvwVctqmnvAubhc4CckQY9dWSbe/JU=
0,,494787097,0,AL1ptJgzhEaoLf97k5xU6Uc2VO0yUaPQd/feJ5LMWhA=,3,4Fi00EdnBbLpjzdpYRXHfyzCwmnPiieg4ZtSOlDYM1I=,mTiYZ0pjTKHYf/vlanG+xURghqJCteS5LrgIegNJivI=
0,,498778363,0,MAt1lmwJ7mxr941fXwLFPput67jqOs3nLvnA1n+U5+g=,2,kI0icdA3xHQf3KbXBZ9s8qgmSmqgn36UGhqTAi/QWO8=,IVwT/XMeSzdXI5pftYrE74vZoJNz33avbdNDEVtH7B4=
0,,501114088,0,jWIsqrjTWzmOBlm1mmGRz6DcxPGwwxh832jOwL7GTjI=,0,efwgg6Nae9Lg1VZjSPDnte3dcO3DgWfLBCns5OqpaTA=,lVxHwz8mHko4ukDy15o1mYV4fr4lJvKoyu5WFfF1Lm0=
0,,515042954,0,/fk1fVcVxZ6iM6gHZzqbIyq56m5zrmHfpdcZ/zzkq4c=,2,d8FottxQvgeYVAaYc8Y1sOWw1MukGuET590ayo1Uq0w=,ipiWR0/T4YPMIs+6eBlQi1RoFgpNKDkKzsFkFvssKDg=
0,,515042969,0,/fk1fVcVxZ6iM6gHZzqbIyq56m5zrmHfpdcZ/zzkq4c=,2,4Xs5PnW28v+jFHbF1pFzj9Org+sI9ORS15nGSitsam0=,BXlTmbthEspx/VKGoKVvKNJk6/GCERmeCuq057atm34=
0,,516580766,0,+3Or0zjiTkLBDAV7IVth75JTKUOVJKvvxQQSWQc/5hw=,3,pGADVk2xKOw63PNpsSDFYloyO9/35FQTZPrkG52pSc8=,EDAVOR7ZnRAXyxGu30b/LPMgc7Kk0qYmIa0h5UB4EUU=
0,,516580966,0,+3Or0zjiTkLBDAV7IVth75JTKUOVJKvvxQQSWQc/5hw=,2,kI0icdA3xHQf3KbXBZ9s8qgmSmqgn36UGhqTAi/QWO8=,IVwT/XMeSzdXI5pftYrE74vZoJNz33avbdNDEVtH7B4=
0,,519524647,0,AL1ptJgzhEaoLf97k5xU6Uc2VO0yUaPQd/feJ5LMWhA=,2,uYKFXvqwnjdfb5kXh/riGFHAI+sV8jsEQmCgHSj6L3A=,QVV8oDmP4x7iuXMjC36dJSuCcvb53rzvLds+g7NRUZc=
0,,519524649,0,AL1ptJgzhEaoLf97k5xU6Uc2VO0yUaPQd/feJ5LMWhA=,2,YwZCBz/MahFlD0+F72La8S1J47iHnYPERyftmJCI9xo=,uZEwcGYOX4cjK5frJ/vcvQgbrmzjTOAlEj9NI8/YNzE=
0,,532613684,0,cOlUHnJFsYhlCvSHwfN6RRkHNl74/L1+g5/FqRE58/w=,0,SsU0sIUW0vx7AxkhbmapD1a317moSoVL4An+5DQcrO8=,y4PAyZW3itSPzUXtzvtPg9u4anEpDIBou6b4rljqiLo=
0,,595842024,0,ZUNwIYC0XEQe353zPNrBI/+i8m+m7KnqQTNEBhAL7dY=,0,zAUyoymjdueqHuci7EAbSYM488owqqFN6SeDFuw3uuo=,tDwpraMyIQ7vIgGsq+VK+vJNnBgJ5aGuZWwmKyS6WSA=
0,,609252510,0,5vPHh8lVMgN6Bzkhe69G0RgnMRWbFSBd9PBrK5S7cg4=,2,Bto5ZzrtG8X6LzCCfzpId850PJQmjMifTjPC5O+w1RA=,Ypmsy9RiRL/wO7S9+haF8PPFMPUn0rVyOzQHBzWaUHA=
0,,609252512,0,5vPHh8lVMgN6Bzkhe69G0RgnMRWbFSBd9PBrK5S7cg4=,2,yrrF+1dNUMZE7yLZhtg3NqS8B+ojU/6NcD0nNbkXCBk=,JhArrPHnW+t6/0QsemsSs1Pp2iJhAu5R3MgKu4PIfes=
0,,609252514,0,5vPHh8lVMgN6Bzkhe69G0RgnMRWbFSBd9PBrK5S7cg4=,2,G90HiI5CPSfbsw7s9DSebOcYuSfukMkKnF7zCk9/VEU=,/GG5SMQLDnF9OhXnFL2A/PwGtKGuaB2kAFiCI/SVQbo=
