0,6,QhD5ID81G094A0+wLhb+ZjN1sdaQlwkKAB2e+4xxqwo=,4,0
0,6,QlHb0NMTSytpaiRqXo9rzLE+wu5f7Cx4uvIm3KZc8lQ=,2,0
0,6,UXoyQksNeYIycY9Dk5zo16RRSKQIgIGvbf3eic2t9W8=,2,0
0,6,VpNAaQgO+x4ctIOUvXtif/tvIr9yzuDnBRTwEKI2TRk=,zLsQtR3xLBSmwezzy9x+Esbu7hGpBnIDlEGISAckpAM=,0
0,6,ZpZw+sjJYrnkTFaQa7zK5u8CazfWK8wK8NP496eDlRA=,4,0
0,6,a9zJGWB2XzbmXITiSpJp8v85XQFgxHlCvnIiBVwj0cw=,AiOGlwiSDtrlw4uP250kr5bBPLkZmS5yFTUCoiK7hcc=,0
0,6,f+49QMu8EaahawvSHtHCAfPvZYeJaclaWvO/5LsL3AY=,1,0
0,6,iDmVM9CBJbfsTpobqwGRQiSXP2hcCJYwMpY68x9ri9w=,8,0
0,6,kOyEOvP6U7GeCTBdsiQitNnNqCVpI3iFa+FLTqEhQ5g=,2,0
0,6,mansM6bIlckDBqXz7zIl+IJeUAIfrXYa5wIgb3fzoO8=,2,0
0,6,mllg31ui43WCVtsdRvkkZBeNU+HAfRWwkDIAf0JEmBU=,1,0
0,6,nM1shbK5G5VuE3lI1XAB/kub+InwgNM7LVPexd1AgII=,1,0
0,6,nUunno7yG6iADfwBlhLHkExuJRd+Nscd90G9NZj+YTQ=,2,0
0,6,nZ5q1pI72dPJKYidMWRLsv1e8b+NPCQFiRoRA9oJUs4=,2,0
0,6,p8ZhzZo6jUe5PdjVklNuNCkogJqCEFA33ZThAAVyqWg=,b+Sjybrui7jhbh/hi6kOVfaelY75LgkYP9AxCMGN0VA=,0
0,6,qtu6+42tn0xPmcv0ODnGWRQM0J/SgMM9lNsxc3ckbLw=,4,0
0,6,rsWF8cgwVBDr1TZCW03bSkJCI+MnigTfUXxRMy+PCrA=,537RlU8/SypqpAkRFBh71V9Frh9BAbN0Exj2jqXz9h8=,0
0,6,s93lk/yiSwQSBKWr6vfu+qa9xSjEKfQVkl1SEyn3Kow=,4,0
0,6,w3/Je6spb3dt6QfX5PwD2MXqxLTzNur/Ts5JrAwl8xQ=,4,0
0,6,wNqCDsckjGmkiJStuw+dRMj7oqxTnYssARjPB96ws4Y=,2,0
0,6,xrLPEfaLoWqEPusv42iPso8MZvlF92N/A3o5pR/IMCQ=,tU8HrpBuRhyPNGFYEL+2LjBxgvUnZS6b1+bIHqZa1Wc=,0
0,6,zeTYeXds5XbzYVzUiHe9t3y9K3L5vndxaOFW8btTjU4=,1,0
0,6,zqEOkdzktGuy9oI7M6oIKxqbyfanRB/pf+3HPNLTSqg=,1,0
0,7,+8aLrMrUBQLYLD4Ndxi/ZmwwKGhtFGskL8ZSdChYMdo=,1,0
0,7,4chZqkETND7f4XrzdWLe8c1eLHKuYgjnUMSV+83EYFA=,1,0
0,7,5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=,2,0
0,7,81Cd14q4ebyI/3TPkkIwGYlB/mvKhBUk3e/E8egb4s0=,2,0
0,7,9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=,2,0
0,7,AbDt9LdIlA7DylAxXIG9AiJ2J18Cuhpmk5fouqfP1LQ=,1,0
0,7,ByISK6v8seuIxB23FGnamad97zwwKG2auw7Zs6h9Boc=,4,0
0,7,CPN9sCVKIBSqzdaCv2CNTsbDRt/oA6rDAVecPSbyeCY=,G+xYllNRtPQC6xgf/8L1eUzMAq099/C4z07k/mWqpAE=,0
0,7,Drtjw4xPqRquKalsI2q5OaN14xXUha47Qs7m83yx0fQ=,1,0
0,7,Eqr5/diyFWeYBfm508mvBV9y9L8uPjCkYuL1DtgDaSU=,1,0
0,7,GD94CihDvzCC+HgG6LWXRqq03s/QOZwRm+VXVhaJ5FE=,1,0
0,7,GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=,s0PLJnYJX7eU1POuPxuF1m+9TkYoJYPGsSiVG7lv3Sc=,0
0,7,HQ0Tw/ydmSMtgousLp8cX1fTnpXFqCcXrX5Qbva5znM=,4,0
0,7,IM+pw2KeAykfDiBYspxOQqvE6ovghGZS7W5iKqg83cY=,1,0
0,7,JeoENxsZIjsVA3v6CoNzzr7YJms5JNZabBaOHbZpueo=,3,0
0,7,JuC3qp6rNF75IKHBZk+mvRBuWbEf6K4O8bYI/Hgf0cs=,1,0
0,7,Mq8KjADLLByyElVUq+c3cFVdXgFEfeCJhw+fKPgWjI4=,2,0
0,7,NDlsp1C5MSIvyUmCYw7j4CztiPxSrUGAJzibS8xJ5Zg=,1,0
0,7,O0gL4KJtwlvKOyF8uECtPKUF0oSDNxeNc+Z2FepHUnk=,1,0
0,7,QhD5ID81G094A0+wLhb+ZjN1sdaQlwkKAB2e+4xxqwo=,4,0
0,7,QlHb0NMTSytpaiRqXo9rzLE+wu5f7Cx4uvIm3KZc8lQ=,2,0
0,7,UXoyQksNeYIycY9Dk5zo16RRSKQIgIGvbf3eic2t9W8=,2,0
0,7,VpNAaQgO+x4ctIOUvXtif/tvIr9yzuDnBRTwEKI2TRk=,zLsQtR3xLBSmwezzy9x+Esbu7hGpBnIDlEGISAckpAM=,0
0,7,ZpZw+sjJYrnkTFaQa7zK5u8CazfWK8wK8NP496eDlRA=,4,0
0,7,a9zJGWB2XzbmXITiSpJp8v85XQFgxHlCvnIiBVwj0cw=,AiOGlwiSDtrlw4uP250kr5bBPLkZmS5yFTUCoiK7hcc=,0
0,7,f+49QMu8EaahawvSHtHCAfPvZYeJaclaWvO/5LsL3AY=,1,0
0,7,iDmVM9CBJbfsTpobqwGRQiSXP2hcCJYwMpY68x9ri9w=,8,0
0,7,kOyEOvP6U7GeCTBdsiQitNnNqCVpI3iFa+FLTqEhQ5g=,2,0
0,7,mansM6bIlckDBqXz7zIl+IJeUAIfrXYa5wIgb3fzoO8=,2,0
0,7,mllg31ui43WCVtsdRvkkZBeNU+HAfRWwkDIAf0JEmBU=,1,0
0,7,nM1shbK5G5VuE3lI1XAB/kub+InwgNM7LVPexd1AgII=,1,0
0,7,nUunno7yG6iADfwBlhLHkExuJRd+Nscd90G9NZj+YTQ=,2,0
0,7,nZ5q1pI72dPJKYidMWRLsv1e8b+NPCQFiRoRA9oJUs4=,2,0
0,7,p8ZhzZo6jUe5PdjVklNuNCkogJqCEFA33ZThAAVyqWg=,b+Sjybrui7jhbh/hi6kOVfaelY75LgkYP9AxCMGN0VA=,0
0,7,qtu6+42tn0xPmcv0ODnGWRQM0J/SgMM9lNsxc3ckbLw=,4,0
0,7,rsWF8cgwVBDr1TZCW03bSkJCI+MnigTfUXxRMy+PCrA=,537RlU8/SypqpAkRFBh71V9Frh9BAbN0Exj2jqXz9h8=,0
0,7,s93lk/yiSwQSBKWr6vfu+qa9xSjEKfQVkl1SEyn3Kow=,4,0
0,7,w3/Je6spb3dt6QfX5PwD2MXqxLTzNur/Ts5JrAwl8xQ=,4,0
0,7,wNqCDsckjGmkiJStuw+dRMj7oqxTnYssARjPB96ws4Y=,2,0
0,7,xrLPEfaLoWqEPusv42iPso8MZvlF92N/A3o5pR/IMCQ=,tU8HrpBuRhyPNGFYEL+2LjBxgvUnZS6b1+bIHqZa1Wc=,0
0,7,zeTYeXds5XbzYVzUiHe9t3y9K3L5vndxaOFW8btTjU4=,1,0
0,7,zqEOkdzktGuy9oI7M6oIKxqbyfanRB/pf+3HPNLTSqg=,1,0
0,10,+8aLrMrUBQLYLD4Ndxi/ZmwwKGhtFGskL8ZSdChYMdo=,1,0
0,10,4chZqkETND7f4XrzdWLe8c1eLHKuYgjnUMSV+83EYFA=,1,0
0,10,5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=,2,0
0,10,81Cd14q4ebyI/3TPkkIwGYlB/mvKhBUk3e/E8egb4s0=,2,0
0,10,9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=,2,0
0,10,AbDt9LdIlA7DylAxXIG9AiJ2J18Cuhpmk5fouqfP1LQ=,1,0
0,10,ByISK6v8seuIxB23FGnamad97zwwKG2auw7Zs6h9Boc=,4,0
0,10,CPN9sCVKIBSqzdaCv2CNTsbDRt/oA6rDAVecPSbyeCY=,HSHe33pYvrflBtWBtfL2jV+mFjY1Ndoy3ySIE+6cWo4=,0
0,10,Drtjw4xPqRquKalsI2q5OaN14xXUha47Qs7m83yx0fQ=,1,0
0,10,Eqr5/diyFWeYBfm508mvBV9y9L8uPjCkYuL1DtgDaSU=,1,0
0,10,GD94CihDvzCC+HgG6LWXRqq03s/QOZwRm+VXVhaJ5FE=,1,0
0,10,GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=,ziwSG/0C+ega2QATvyyZTrRMjU8J1FYf2mUdVX7XXIk=,0
0,10,HQ0Tw/ydmSMtgousLp8cX1fTnpXFqCcXrX5Qbva5znM=,4,0
0,10,IM+pw2KeAykfDiBYspxOQqvE6ovghGZS7W5iKqg83cY=,1,0
0,10,JeoENxsZIjsVA3v6CoNzzr7YJms5JNZabBaOHbZpueo=,3,0
0,10,JuC3qp6rNF75IKHBZk+mvRBuWbEf6K4O8bYI/Hgf0cs=,1,0
0,10,Mq8KjADLLByyElVUq+c3cFVdXgFEfeCJhw+fKPgWjI4=,10,0
0,10,NDlsp1C5MSIvyUmCYw7j4CztiPxSrUGAJzibS8xJ5Zg=,1,0
0,10,O0gL4KJtwlvKOyF8uECtPKUF0oSDNxeNc+Z2FepHUnk=,1,0
0,10,QhD5ID81G094A0+wLhb+ZjN1sdaQlwkKAB2e+4xxqwo=,4,0
0,10,QlHb0NMTSytpaiRqXo9rzLE+wu5f7Cx4uvIm3KZc8lQ=,3,0
0,10,UXoyQksNeYIycY9Dk5zo16RRSKQIgIGvbf3eic2t9W8=,2,0
0,10,VpNAaQgO+x4ctIOUvXtif/tvIr9yzuDnBRTwEKI2TRk=,0QRintDiwnAnppWEXXGrCWL3JRI3jFhWX7GKmiz1wuw=,0
0,10,ZpZw+sjJYrnkTFaQa7zK5u8CazfWK8wK8NP496eDlRA=,4,0
0,10,a9zJGWB2XzbmXITiSpJp8v85XQFgxHlCvnIiBVwj0cw=,OHTAmDH3k5Lpp/65KAOz3FZNiB0bNDRAxxlxLyuUToA=,0
0,10,f+49QMu8EaahawvSHtHCAfPvZYeJaclaWvO/5LsL3AY=,1,0
0,10,iDmVM9CBJbfsTpobqwGRQiSXP2hcCJYwMpY68x9ri9w=,8,0
0,10,kOyEOvP6U7GeCTBdsiQitNnNqCVpI3iFa+FLTqEhQ5g=,2,0
0,10,mansM6bIlckDBqXz7zIl+IJeUAIfrXYa5wIgb3fzoO8=,2,0
0,10,mllg31ui43WCVtsdRvkkZBeNU+HAfRWwkDIAf0JEmBU=,1,0
0,10,nM1shbK5G5VuE3lI1XAB/kub+InwgNM7LVPexd1AgII=,1,0
0,10,nUunno7yG6iADfwBlhLHkExuJRd+Nscd90G9NZj+YTQ=,2,0
0,10,nZ5q1pI72dPJKYidMWRLsv1e8b+NPCQFiRoRA9oJUs4=,2,0
0,10,p8ZhzZo6jUe5PdjVklNuNCkogJqCEFA33ZThAAVyqWg=,JXB8WHrJgrUmOCO/cAJjldoh/Eo0jgIdCxVtOloO5tM=,0
0,10,qtu6+42tn0xPmcv0ODnGWRQM0J/SgMM9lNsxc3ckbLw=,4,0
0,10,rsWF8cgwVBDr1TZCW03bSkJCI+MnigTfUXxRMy+PCrA=,Mz5nmv3KIK6GNspC/h/3dSJZQTpV/ZANoJDXhN4da14=,0
0,10,s93lk/yiSwQSBKWr6vfu+qa9xSjEKfQVkl1SEyn3Kow=,4,0
0,10,w3/Je6spb3dt6QfX5PwD2MXqxLTzNur/Ts5JrAwl8xQ=,4,0
0,10,wNqCDsckjGmkiJStuw+dRMj7oqxTnYssARjPB96ws4Y=,2,0
0,10,xrLPEfaLoWqEPusv42iPso8MZvlF92N/A3o5pR/IMCQ=,pufMxJIiyQK4+OODptHrc/QAhcCj5YY5qTtelPWprdU=,0
0,10,zeTYeXds5XbzYVzUiHe9t3y9K3L5vndxaOFW8btTjU4=,1,0
0,10,zqEOkdzktGuy9oI7M6oIKxqbyfanRB/pf+3HPNLTSqg=,1,0
0,13,+8aLrMrUBQLYLD4Ndxi/ZmwwKGhtFGskL8ZSdChYMdo=,1,0
0,13,4chZqkETND7f4XrzdWLe8c1eLHKuYgjnUMSV+83EYFA=,1,0
0,13,5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=,2,0
0,13,81Cd14q4ebyI/3TPkkIwGYlB/mvKhBUk3e/E8egb4s0=,2,0
0,13,9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=,2,0
0,13,AbDt9LdIlA7DylAxXIG9AiJ2J18Cuhpmk5fouqfP1LQ=,1,0
0,13,ByISK6v8seuIxB23FGnamad97zwwKG2auw7Zs6h9Boc=,4,0
0,13,CPN9sCVKIBSqzdaCv2CNTsbDRt/oA6rDAVecPSbyeCY=,RRY29EYE2WNOeVIQdzawgqzHMZ+sHVX7JpbKPbmfO9M=,0
0,13,Drtjw4xPqRquKalsI2q5OaN14xXUha47Qs7m83yx0fQ=,1,0
0,13,Eqr5/diyFWeYBfm508mvBV9y9L8uPjCkYuL1DtgDaSU=,1,0
0,13,GD94CihDvzCC+HgG6LWXRqq03s/QOZwRm+VXVhaJ5FE=,1,0
0,13,GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=,vMGz8MSWHMf61n0yp0dZjJHvi0SL8bGL7puFVaQCVns=,0
0,13,HQ0Tw/ydmSMtgousLp8cX1fTnpXFqCcXrX5Qbva5znM=,4,0
0,13,IM+pw2KeAykfDiBYspxOQqvE6ovghGZS7W5iKqg83cY=,1,0
0,13,JeoENxsZIjsVA3v6CoNzzr7YJms5JNZabBaOHbZpueo=,3,0
0,13,JuC3qp6rNF75IKHBZk+mvRBuWbEf6K4O8bYI/Hgf0cs=,1,0
0,13,Mq8KjADLLByyElVUq+c3cFVdXgFEfeCJhw+fKPgWjI4=,11,0
0,13,NDlsp1C5MSIvyUmCYw7j4CztiPxSrUGAJzibS8xJ5Zg=,1,0
0,13,O0gL4KJtwlvKOyF8uECtPKUF0oSDNxeNc+Z2FepHUnk=,1,0
0,13,QhD5ID81G094A0+wLhb+ZjN1sdaQlwkKAB2e+4xxqwo=,4,0
0,13,QlHb0NMTSytpaiRqXo9rzLE+wu5f7Cx4uvIm3KZc8lQ=,3,0
0,13,UXoyQksNeYIycY9Dk5zo16RRSKQIgIGvbf3eic2t9W8=,2,0
0,13,VpNAaQgO+x4ctIOUvXtif/tvIr9yzuDnBRTwEKI2TRk=,qeTDyjyOhfvyj0+pYag3nw/gGNUF2Lt9CN1LSDj9Mtg=,0
0,13,ZpZw+sjJYrnkTFaQa7zK5u8CazfWK8wK8NP496eDlRA=,4,0
0,13,a9zJGWB2XzbmXITiSpJp8v85XQFgxHlCvnIiBVwj0cw=,furwhxExPTwN956MxurCFFIgtwOa38r/NMBfJ1ZgxAA=,0
0,13,f+49QMu8EaahawvSHtHCAfPvZYeJaclaWvO/5LsL3AY=,1,0
0,13,iDmVM9CBJbfsTpobqwGRQiSXP2hcCJYwMpY68x9ri9w=,8,0
0,13,kOyEOvP6U7GeCTBdsiQitNnNqCVpI3iFa+FLTqEhQ5g=,2,0
0,13,mansM6bIlckDBqXz7zIl+IJeUAIfrXYa5wIgb3fzoO8=,2,0
0,13,mllg31ui43WCVtsdRvkkZBeNU+HAfRWwkDIAf0JEmBU=,1,0
0,13,nM1shbK5G5VuE3lI1XAB/kub+InwgNM7LVPexd1AgII=,1,0
0,13,nUunno7yG6iADfwBlhLHkExuJRd+Nscd90G9NZj+YTQ=,2,0
0,13,nZ5q1pI72dPJKYidMWRLsv1e8b+NPCQFiRoRA9oJUs4=,2,0
0,13,p8ZhzZo6jUe5PdjVklNuNCkogJqCEFA33ZThAAVyqWg=,JXB8WHrJgrUmOCO/cAJjldoh/Eo0jgIdCxVtOloO5tM=,0
0,13,qtu6+42tn0xPmcv0ODnGWRQM0J/SgMM9lNsxc3ckbLw=,4,0
0,13,rsWF8cgwVBDr1TZCW03bSkJCI+MnigTfUXxRMy+PCrA=,nXwRhnIvyp8e4ULp/xz0hBnCZtKR4Et8AEYXsMU22CU=,0
0,13,s93lk/yiSwQSBKWr6vfu+qa9xSjEKfQVkl1SEyn3Kow=,4,0
0,13,w3/Je6spb3dt6QfX5PwD2MXqxLTzNur/Ts5JrAwl8xQ=,4,0
0,13,wNqCDsckjGmkiJStuw+dRMj7oqxTnYssARjPB96ws4Y=,2,0
0,13,xrLPEfaLoWqEPusv42iPso8MZvlF92N/A3o5pR/IMCQ=,Dm7oClSzoGJMajTmXX8ky4eAqINvroG6P5a7dICrtyk=,0
0,13,zeTYeXds5XbzYVzUiHe9t3y9K3L5vndxaOFW8btTjU4=,1,0
0,13,zqEOkdzktGuy9oI7M6oIKxqbyfanRB/pf+3HPNLTSqg=,1,0
0,14,+8aLrMrUBQLYLD4Ndxi/ZmwwKGhtFGskL8ZSdChYMdo=,1,0
0,14,4chZqkETND7f4XrzdWLe8c1eLHKuYgjnUMSV+83EYFA=,1,0
0,14,5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=,2,0
0,14,81Cd14q4ebyI/3TPkkIwGYlB/mvKhBUk3e/E8egb4s0=,2,0
0,14,9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=,2,0
0,14,AbDt9LdIlA7DylAxXIG9AiJ2J18Cuhpmk5fouqfP1LQ=,1,0
0,14,ByISK6v8seuIxB23FGnamad97zwwKG2auw7Zs6h9Boc=,4,0
0,14,CPN9sCVKIBSqzdaCv2CNTsbDRt/oA6rDAVecPSbyeCY=,YsKEj/jBVDjcVuRsyKAhJ8pfDnFpzcA+VXAA0q3BKvI=,0
0,14,Drtjw4xPqRquKalsI2q5OaN14xXUha47Qs7m83yx0fQ=,1,0
0,14,Eqr5/diyFWeYBfm508mvBV9y9L8uPjCkYuL1DtgDaSU=,1,0
0,14,GD94CihDvzCC+HgG6LWXRqq03s/QOZwRm+VXVhaJ5FE=,1,0
0,14,GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=,SN8ze1bk8FONtVJk9FOpTzY2MiRBJ2vyWpsDMkpSUUA=,0
0,14,HQ0Tw/ydmSMtgousLp8cX1fTnpXFqCcXrX5Qbva5znM=,4,0
0,14,IM+pw2KeAykfDiBYspxOQqvE6ovghGZS7W5iKqg83cY=,1,0
0,14,JeoENxsZIjsVA3v6CoNzzr7YJms5JNZabBaOHbZpueo=,3,0
0,14,JuC3qp6rNF75IKHBZk+mvRBuWbEf6K4O8bYI/Hgf0cs=,1,0
0,14,Mq8KjADLLByyElVUq+c3cFVdXgFEfeCJhw+fKPgWjI4=,2,0
0,14,NDlsp1C5MSIvyUmCYw7j4CztiPxSrUGAJzibS8xJ5Zg=,1,0
0,14,O0gL4KJtwlvKOyF8uECtPKUF0oSDNxeNc+Z2FepHUnk=,1,0
0,14,QhD5ID81G094A0+wLhb+ZjN1sdaQlwkKAB2e+4xxqwo=,4,0
0,14,QlHb0NMTSytpaiRqXo9rzLE+wu5f7Cx4uvIm3KZc8lQ=,2,0
0,14,UXoyQksNeYIycY9Dk5zo16RRSKQIgIGvbf3eic2t9W8=,2,0
0,14,VpNAaQgO+x4ctIOUvXtif/tvIr9yzuDnBRTwEKI2TRk=,cbOdivH2m8ymE85oV6uSvh8HWhS+0YjcCwx/GDxM9cE=,0
0,14,ZpZw+sjJYrnkTFaQa7zK5u8CazfWK8wK8NP496eDlRA=,4,0
0,14,a9zJGWB2XzbmXITiSpJp8v85XQFgxHlCvnIiBVwj0cw=,szBQMyt4saeGJwExNs1/oKialvJ4TAMCI9F2r4qTBoA=,0
0,14,f+49QMu8EaahawvSHtHCAfPvZYeJaclaWvO/5LsL3AY=,1,0
0,14,iDmVM9CBJbfsTpobqwGRQiSXP2hcCJYwMpY68x9ri9w=,8,0
0,14,kOyEOvP6U7GeCTBdsiQitNnNqCVpI3iFa+FLTqEhQ5g=,2,0
0,14,mansM6bIlckDBqXz7zIl+IJeUAIfrXYa5wIgb3fzoO8=,2,0
0,14,mllg31ui43WCVtsdRvkkZBeNU+HAfRWwkDIAf0JEmBU=,1,0
0,14,nM1shbK5G5VuE3lI1XAB/kub+InwgNM7LVPexd1AgII=,1,0
0,14,nUunno7yG6iADfwBlhLHkExuJRd+Nscd90G9NZj+YTQ=,2,0
0,14,nZ5q1pI72dPJKYidMWRLsv1e8b+NPCQFiRoRA9oJUs4=,2,0
